crit,n_est,max_depth,max_feat,max_sampl,fs,accuracy
entropy,100,8,0.5,0.5,5434,0.5975535168195719
entropy,100,8,0.5,0.5,6434,0.5990825688073395
entropy,100,8,0.5,0.5,7434,0.5984709480122324
entropy,100,8,0.5,0.5,8434,0.5996941896024465
entropy,100,8,0.5,0.5,9434,0.5981651376146789
entropy,100,8,0.5,0.5,10434,0.5990825688073395
entropy,100,8,0.5,0.5,11434,0.599388379204893
entropy,100,8,0.5,0.5,12434,0.600611620795107
entropy,100,8,0.5,0.5,13434,0.598776758409786
entropy,100,8,0.5,0.5,14434,0.5990825688073395
entropy,100,8,0.5,0.5,15434,0.5990825688073395
entropy,100,8,0.5,0.5,16434,0.6
entropy,100,8,0.5,0.5,17434,0.5984709480122324
entropy,100,8,0.5,0.5,18434,0.6009174311926605
entropy,100,8,0.5,0.5,19434,0.6003058103975535
entropy,100,8,0.5,0.5,20434,0.6
entropy,100,8,0.5,0.5,21434,0.5978593272171254
entropy,100,8,0.5,0.75,5434,0.6
entropy,100,8,0.5,0.75,6434,0.5990825688073395
entropy,100,8,0.5,0.75,7434,0.600611620795107
entropy,100,8,0.5,0.75,8434,0.5978593272171254
entropy,100,8,0.5,0.75,9434,0.598776758409786
entropy,100,8,0.5,0.75,10434,0.5990825688073395
entropy,100,8,0.5,0.75,11434,0.5960244648318043
entropy,100,8,0.5,0.75,12434,0.599388379204893
entropy,100,8,0.5,0.75,13434,0.6
entropy,100,8,0.5,0.75,14434,0.599388379204893
entropy,100,8,0.5,0.75,15434,0.5981651376146789
entropy,100,8,0.5,0.75,16434,0.6009174311926605
entropy,100,8,0.5,0.75,17434,0.600611620795107
entropy,100,8,0.5,0.75,18434,0.6018348623853211
entropy,100,8,0.5,0.75,19434,0.5990825688073395
entropy,100,8,0.5,0.75,20434,0.5972477064220183
entropy,100,8,0.5,0.75,21434,0.5981651376146789
entropy,100,8,0.75,0.25,5434,0.599388379204893
entropy,100,8,0.75,0.25,6434,0.5978593272171254
entropy,100,8,0.75,0.25,7434,0.599388379204893
entropy,100,8,0.75,0.25,8434,0.5978593272171254
entropy,100,8,0.75,0.25,9434,0.6
entropy,100,8,0.75,0.25,10434,0.5990825688073395
entropy,100,8,0.75,0.25,11434,0.5969418960244648
entropy,100,8,0.75,0.25,12434,0.6003058103975535
entropy,100,8,0.75,0.25,13434,0.5981651376146789
entropy,100,8,0.75,0.25,14434,0.5996941896024465
entropy,100,8,0.75,0.25,15434,0.5981651376146789
entropy,100,8,0.75,0.25,16434,0.5975535168195719
entropy,100,8,0.75,0.25,17434,0.6018348623853211
entropy,100,8,0.75,0.25,18434,0.599388379204893
entropy,100,8,0.75,0.25,19434,0.5996941896024465
entropy,100,8,0.75,0.25,20434,0.5981651376146789
entropy,100,8,0.75,0.25,21434,0.5978593272171254
entropy,100,8,0.75,0.5,5434,0.6
entropy,100,8,0.75,0.5,6434,0.5972477064220183
entropy,100,8,0.75,0.5,7434,0.5975535168195719
entropy,100,8,0.75,0.5,8434,0.6030581039755352
entropy,100,8,0.75,0.5,9434,0.5981651376146789
entropy,100,8,0.75,0.5,10434,0.5975535168195719
entropy,100,8,0.75,0.5,11434,0.5978593272171254
entropy,100,8,0.75,0.5,12434,0.5975535168195719
entropy,100,8,0.75,0.5,13434,0.5981651376146789
entropy,100,8,0.75,0.5,14434,0.5969418960244648
entropy,100,8,0.75,0.5,15434,0.5996941896024465
entropy,100,8,0.75,0.5,16434,0.5975535168195719
entropy,100,8,0.75,0.5,17434,0.599388379204893
entropy,100,8,0.75,0.5,18434,0.600611620795107
entropy,100,8,0.75,0.5,19434,0.599388379204893
entropy,100,8,0.75,0.5,20434,0.5978593272171254
entropy,100,8,0.75,0.5,21434,0.598776758409786
entropy,100,8,0.75,0.75,5434,0.5972477064220183
entropy,100,8,0.75,0.75,6434,0.5975535168195719
entropy,100,8,0.75,0.75,7434,0.5984709480122324
entropy,100,8,0.75,0.75,8434,0.5975535168195719
entropy,100,8,0.75,0.75,9434,0.5969418960244648
entropy,100,8,0.75,0.75,10434,0.6
entropy,100,8,0.75,0.75,11434,0.5996941896024465
entropy,100,8,0.75,0.75,12434,0.5960244648318043
entropy,100,8,0.75,0.75,13434,0.5963302752293578
entropy,100,8,0.75,0.75,14434,0.5978593272171254
entropy,100,8,0.75,0.75,15434,0.5996941896024465
entropy,100,8,0.75,0.75,16434,0.5990825688073395
entropy,100,8,0.75,0.75,17434,0.5990825688073395
entropy,100,8,0.75,0.75,18434,0.5984709480122324
entropy,100,8,0.75,0.75,19434,0.5975535168195719
entropy,100,8,0.75,0.75,20434,0.5978593272171254
entropy,100,8,0.75,0.75,21434,0.598776758409786
entropy,100,10,0.25,0.25,5434,0.6061162079510704
entropy,100,10,0.25,0.25,6434,0.6021406727828746
entropy,100,10,0.25,0.25,7434,0.6042813455657492
entropy,100,10,0.25,0.25,8434,0.6027522935779817
entropy,100,10,0.25,0.25,9434,0.6027522935779817
entropy,100,10,0.25,0.25,10434,0.6055045871559633
entropy,100,10,0.25,0.25,11434,0.6027522935779817
entropy,100,10,0.25,0.25,12434,0.6042813455657492
entropy,100,10,0.25,0.25,13434,0.6042813455657492
entropy,100,10,0.25,0.25,14434,0.6030581039755352
entropy,100,10,0.25,0.25,15434,0.6048929663608563
entropy,100,10,0.25,0.25,16434,0.6036697247706422
entropy,100,10,0.25,0.25,17434,0.6012232415902141
entropy,100,10,0.25,0.25,18434,0.6048929663608563
entropy,100,10,0.25,0.25,19434,0.6
entropy,100,10,0.25,0.25,20434,0.6024464831804281
entropy,100,10,0.25,0.25,21434,0.6021406727828746
entropy,100,10,0.25,0.5,5434,0.6024464831804281
entropy,100,10,0.25,0.5,6434,0.6070336391437309
entropy,100,10,0.25,0.5,7434,0.6033639143730887
entropy,100,10,0.25,0.5,8434,0.6058103975535168
entropy,100,10,0.25,0.5,9434,0.6024464831804281
entropy,100,10,0.25,0.5,10434,0.6067278287461774
entropy,100,10,0.25,0.5,11434,0.6055045871559633
entropy,100,10,0.25,0.5,12434,0.6036697247706422
entropy,100,10,0.25,0.5,13434,0.6073394495412844
entropy,100,10,0.25,0.5,14434,0.6055045871559633
entropy,100,10,0.25,0.5,15434,0.6055045871559633
entropy,100,10,0.25,0.5,16434,0.6030581039755352
entropy,100,10,0.25,0.5,17434,0.6036697247706422
entropy,100,10,0.25,0.5,18434,0.6036697247706422
entropy,100,10,0.25,0.5,19434,0.6048929663608563
entropy,100,10,0.25,0.5,20434,0.6048929663608563
entropy,100,10,0.25,0.5,21434,0.6012232415902141
entropy,100,10,0.25,0.75,5434,0.6051987767584098
entropy,100,10,0.25,0.75,6434,0.6048929663608563
entropy,100,10,0.25,0.75,7434,0.6027522935779817
entropy,100,10,0.25,0.75,8434,0.6048929663608563
entropy,100,10,0.25,0.75,9434,0.6036697247706422
entropy,100,10,0.25,0.75,10434,0.6051987767584098
entropy,100,10,0.25,0.75,11434,0.6073394495412844
entropy,100,10,0.25,0.75,12434,0.6048929663608563
entropy,100,10,0.25,0.75,13434,0.6045871559633027
entropy,100,10,0.25,0.75,14434,0.6009174311926605
entropy,100,10,0.25,0.75,15434,0.6055045871559633
entropy,100,10,0.25,0.75,16434,0.6024464831804281
entropy,100,10,0.25,0.75,17434,0.6061162079510704
entropy,100,10,0.25,0.75,18434,0.6070336391437309
entropy,100,10,0.25,0.75,19434,0.6024464831804281
entropy,100,10,0.25,0.75,20434,0.6051987767584098
entropy,100,10,0.25,0.75,21434,0.6015290519877676
entropy,100,10,0.5,0.25,5434,0.6
entropy,100,10,0.5,0.25,6434,0.6012232415902141
entropy,100,10,0.5,0.25,7434,0.6024464831804281
entropy,100,10,0.5,0.25,8434,0.6067278287461774
entropy,100,10,0.5,0.25,9434,0.6036697247706422
entropy,100,10,0.5,0.25,10434,0.6055045871559633
entropy,100,10,0.5,0.25,11434,0.6033639143730887
entropy,100,10,0.5,0.25,12434,0.6024464831804281
entropy,100,10,0.5,0.25,13434,0.6061162079510704
entropy,100,10,0.5,0.25,14434,0.6012232415902141
entropy,100,10,0.5,0.25,15434,0.6042813455657492
entropy,100,10,0.5,0.25,16434,0.6045871559633027
entropy,100,10,0.5,0.25,17434,0.6070336391437309
entropy,100,10,0.5,0.25,18434,0.6039755351681957
entropy,100,10,0.5,0.25,19434,0.6051987767584098
entropy,100,10,0.5,0.25,20434,0.6073394495412844
entropy,100,10,0.5,0.25,21434,0.6018348623853211
entropy,100,10,0.5,0.5,5434,0.6042813455657492
entropy,100,10,0.5,0.5,6434,0.6030581039755352
entropy,100,10,0.5,0.5,7434,0.6061162079510704
entropy,100,10,0.5,0.5,8434,0.6064220183486239
entropy,100,10,0.5,0.5,9434,0.6061162079510704
entropy,100,10,0.5,0.5,10434,0.6033639143730887
entropy,100,10,0.5,0.5,11434,0.6039755351681957
entropy,100,10,0.5,0.5,12434,0.6024464831804281
entropy,100,10,0.5,0.5,13434,0.6042813455657492
entropy,100,10,0.5,0.5,14434,0.6033639143730887
entropy,100,10,0.5,0.5,15434,0.6027522935779817
entropy,100,10,0.5,0.5,16434,0.6018348623853211
entropy,100,10,0.5,0.5,17434,0.6021406727828746
entropy,100,10,0.5,0.5,18434,0.6030581039755352
entropy,100,10,0.5,0.5,19434,0.6030581039755352
entropy,100,10,0.5,0.5,20434,0.6030581039755352
entropy,100,10,0.5,0.5,21434,0.6024464831804281
entropy,100,10,0.5,0.75,5434,0.6048929663608563
entropy,100,10,0.5,0.75,6434,0.6042813455657492
entropy,100,10,0.5,0.75,7434,0.6027522935779817
entropy,100,10,0.5,0.75,8434,0.6042813455657492
entropy,100,10,0.5,0.75,9434,0.6039755351681957
entropy,100,10,0.5,0.75,10434,0.6070336391437309
entropy,100,10,0.5,0.75,11434,0.6051987767584098
entropy,100,10,0.5,0.75,12434,0.6027522935779817
entropy,100,10,0.5,0.75,13434,0.6036697247706422
entropy,100,10,0.5,0.75,14434,0.6048929663608563
entropy,100,10,0.5,0.75,15434,0.6003058103975535
entropy,100,10,0.5,0.75,16434,0.6045871559633027
entropy,100,10,0.5,0.75,17434,0.6045871559633027
entropy,100,10,0.5,0.75,18434,0.6036697247706422
entropy,100,10,0.5,0.75,19434,0.6039755351681957
entropy,100,10,0.5,0.75,20434,0.6051987767584098
entropy,100,10,0.5,0.75,21434,0.6045871559633027
entropy,100,10,0.75,0.25,5434,0.6033639143730887
entropy,100,10,0.75,0.25,6434,0.6051987767584098
entropy,100,10,0.75,0.25,7434,0.6064220183486239
entropy,100,10,0.75,0.25,8434,0.6042813455657492
entropy,100,10,0.75,0.25,9434,0.6024464831804281
entropy,100,10,0.75,0.25,10434,0.6061162079510704
entropy,100,10,0.75,0.25,11434,0.6039755351681957
entropy,100,10,0.75,0.25,12434,0.6064220183486239
entropy,100,10,0.75,0.25,13434,0.6048929663608563
entropy,100,10,0.75,0.25,14434,0.6021406727828746
entropy,100,10,0.75,0.25,15434,0.6018348623853211
entropy,100,10,0.75,0.25,16434,0.6058103975535168
entropy,100,10,0.75,0.25,17434,0.6021406727828746
entropy,100,10,0.75,0.25,18434,0.6064220183486239
entropy,100,10,0.75,0.25,19434,0.6045871559633027
entropy,100,10,0.75,0.25,20434,0.6039755351681957
entropy,100,10,0.75,0.25,21434,0.6061162079510704
entropy,100,10,0.75,0.5,5434,0.6045871559633027
entropy,100,10,0.75,0.5,6434,0.6024464831804281
entropy,100,10,0.75,0.5,7434,0.6051987767584098
entropy,100,10,0.75,0.5,8434,0.6061162079510704
entropy,100,10,0.75,0.5,9434,0.6036697247706422
entropy,100,10,0.75,0.5,10434,0.6051987767584098
entropy,100,10,0.75,0.5,11434,0.6027522935779817
entropy,100,10,0.75,0.5,12434,0.6027522935779817
entropy,100,10,0.75,0.5,13434,0.6045871559633027
entropy,100,10,0.75,0.5,14434,0.6064220183486239
entropy,100,10,0.75,0.5,15434,0.6061162079510704
entropy,100,10,0.75,0.5,16434,0.6058103975535168
entropy,100,10,0.75,0.5,17434,0.6042813455657492
entropy,100,10,0.75,0.5,18434,0.6061162079510704
entropy,100,10,0.75,0.5,19434,0.6064220183486239
entropy,100,10,0.75,0.5,20434,0.6048929663608563
entropy,100,10,0.75,0.5,21434,0.6042813455657492
entropy,100,10,0.75,0.75,5434,0.6058103975535168
entropy,100,10,0.75,0.75,6434,0.6048929663608563
entropy,100,10,0.75,0.75,7434,0.6036697247706422
entropy,100,10,0.75,0.75,8434,0.6073394495412844
entropy,100,10,0.75,0.75,9434,0.6061162079510704
entropy,100,10,0.75,0.75,10434,0.6051987767584098
entropy,100,10,0.75,0.75,11434,0.6051987767584098
entropy,100,10,0.75,0.75,12434,0.6051987767584098
entropy,100,10,0.75,0.75,13434,0.6048929663608563
entropy,100,10,0.75,0.75,14434,0.6058103975535168
entropy,100,10,0.75,0.75,15434,0.6073394495412844
entropy,100,10,0.75,0.75,16434,0.6051987767584098
entropy,100,10,0.75,0.75,17434,0.6048929663608563
entropy,100,10,0.75,0.75,18434,0.6051987767584098
entropy,100,10,0.75,0.75,19434,0.6039755351681957
entropy,100,10,0.75,0.75,20434,0.6070336391437309
entropy,100,10,0.75,0.75,21434,0.6042813455657492
gini,50,4,0.25,0.25,5434,0.5902140672782875
gini,50,4,0.25,0.25,6434,0.5886850152905199
gini,50,4,0.25,0.25,7434,0.5902140672782875
gini,50,4,0.25,0.25,8434,0.5868501529051988
gini,50,4,0.25,0.25,9434,0.590519877675841
gini,50,4,0.25,0.25,10434,0.590519877675841
gini,50,4,0.25,0.25,11434,0.5902140672782875
gini,50,4,0.25,0.25,12434,0.5886850152905199
gini,50,4,0.25,0.25,13434,0.5874617737003058
gini,50,4,0.25,0.25,14434,0.5877675840978593
gini,50,4,0.25,0.25,15434,0.5892966360856269
gini,50,4,0.25,0.25,16434,0.5880733944954128
gini,50,4,0.25,0.25,17434,0.5908256880733945
gini,50,4,0.25,0.25,18434,0.5880733944954128
gini,50,4,0.25,0.25,19434,0.5896024464831804
gini,50,4,0.25,0.25,20434,0.5877675840978593
gini,50,4,0.25,0.25,21434,0.5880733944954128
gini,50,4,0.25,0.5,5434,0.5941896024464832
gini,50,4,0.25,0.5,6434,0.5899082568807339
gini,50,4,0.25,0.5,7434,0.5920489296636086
gini,50,4,0.25,0.5,8434,0.5877675840978593
gini,50,4,0.25,0.5,9434,0.5896024464831804
gini,50,4,0.25,0.5,10434,0.591743119266055
gini,50,4,0.25,0.5,11434,0.5883792048929664
gini,50,4,0.25,0.5,12434,0.5889908256880734
gini,50,4,0.25,0.5,13434,0.5902140672782875
gini,50,4,0.25,0.5,14434,0.5892966360856269
gini,50,4,0.25,0.5,15434,0.5899082568807339
gini,50,4,0.25,0.5,16434,0.5892966360856269
gini,50,4,0.25,0.5,17434,0.5908256880733945
gini,50,4,0.25,0.5,18434,0.5883792048929664
gini,50,4,0.25,0.5,19434,0.5896024464831804
gini,50,4,0.25,0.5,20434,0.590519877675841
gini,50,4,0.25,0.5,21434,0.5877675840978593
gini,50,4,0.25,0.75,5434,0.5892966360856269
gini,50,4,0.25,0.75,6434,0.5892966360856269
gini,50,4,0.25,0.75,7434,0.5914373088685015
gini,50,4,0.25,0.75,8434,0.5902140672782875
gini,50,4,0.25,0.75,9434,0.5899082568807339
gini,50,4,0.25,0.75,10434,0.591743119266055
gini,50,4,0.25,0.75,11434,0.5892966360856269
gini,50,4,0.25,0.75,12434,0.5862385321100917
gini,50,4,0.25,0.75,13434,0.5920489296636086
gini,50,4,0.25,0.75,14434,0.5892966360856269
gini,50,4,0.25,0.75,15434,0.5932721712538226
gini,50,4,0.25,0.75,16434,0.5899082568807339
gini,50,4,0.25,0.75,17434,0.5889908256880734
gini,50,4,0.25,0.75,18434,0.5941896024464832
gini,50,4,0.25,0.75,19434,0.591131498470948
gini,50,4,0.25,0.75,20434,0.591131498470948
gini,50,4,0.25,0.75,21434,0.5902140672782875
gini,50,4,0.5,0.25,5434,0.5944954128440367
gini,50,4,0.5,0.25,6434,0.591743119266055
gini,50,4,0.5,0.25,7434,0.5957186544342508
gini,50,4,0.5,0.25,8434,0.5929663608562691
gini,50,4,0.5,0.25,9434,0.5951070336391437
gini,50,4,0.5,0.25,10434,0.591131498470948
gini,50,4,0.5,0.25,11434,0.5926605504587156
gini,50,4,0.5,0.25,12434,0.5941896024464832
gini,50,4,0.5,0.25,13434,0.5929663608562691
gini,50,4,0.5,0.25,14434,0.5923547400611621
gini,50,4,0.5,0.25,15434,0.5920489296636086
gini,50,4,0.5,0.25,16434,0.5969418960244648
gini,50,4,0.5,0.25,17434,0.5929663608562691
gini,50,4,0.5,0.25,18434,0.5948012232415902
gini,50,4,0.5,0.25,19434,0.5923547400611621
gini,50,4,0.5,0.25,20434,0.5951070336391437
gini,50,4,0.5,0.25,21434,0.5944954128440367
gini,50,4,0.5,0.5,5434,0.5935779816513761
gini,50,4,0.5,0.5,6434,0.591743119266055
gini,50,4,0.5,0.5,7434,0.5929663608562691
gini,50,4,0.5,0.5,8434,0.5935779816513761
gini,50,4,0.5,0.5,9434,0.5963302752293578
gini,50,4,0.5,0.5,10434,0.5954128440366973
gini,50,4,0.5,0.5,11434,0.5960244648318043
gini,50,4,0.5,0.5,12434,0.5948012232415902
gini,50,4,0.5,0.5,13434,0.5948012232415902
gini,50,4,0.5,0.5,14434,0.5951070336391437
gini,50,4,0.5,0.5,15434,0.5932721712538226
gini,50,4,0.5,0.5,16434,0.5948012232415902
gini,50,4,0.5,0.5,17434,0.5963302752293578
gini,50,4,0.5,0.5,18434,0.5926605504587156
gini,50,4,0.5,0.5,19434,0.5926605504587156
gini,50,4,0.5,0.5,20434,0.5941896024464832
gini,50,4,0.5,0.5,21434,0.5923547400611621
gini,50,4,0.5,0.75,5434,0.5948012232415902
gini,50,4,0.5,0.75,6434,0.5926605504587156
gini,50,4,0.5,0.75,7434,0.5951070336391437
gini,50,4,0.5,0.75,8434,0.5938837920489297
gini,50,4,0.5,0.75,9434,0.5948012232415902
gini,50,4,0.5,0.75,10434,0.5935779816513761
gini,50,4,0.5,0.75,11434,0.5941896024464832
gini,50,4,0.5,0.75,12434,0.5957186544342508
gini,50,4,0.5,0.75,13434,0.5951070336391437
gini,50,4,0.5,0.75,14434,0.5929663608562691
gini,50,4,0.5,0.75,15434,0.5957186544342508
gini,50,4,0.5,0.75,16434,0.5984709480122324
gini,50,4,0.5,0.75,17434,0.5948012232415902
gini,50,4,0.5,0.75,18434,0.5951070336391437
gini,50,4,0.5,0.75,19434,0.5941896024464832
gini,50,4,0.5,0.75,20434,0.5954128440366973
gini,50,4,0.5,0.75,21434,0.5957186544342508
gini,50,4,0.75,0.25,5434,0.5941896024464832
gini,50,4,0.75,0.25,6434,0.5948012232415902
gini,50,4,0.75,0.25,7434,0.5954128440366973
gini,50,4,0.75,0.25,8434,0.5935779816513761
gini,50,4,0.75,0.25,9434,0.5954128440366973
gini,50,4,0.75,0.25,10434,0.5969418960244648
gini,50,4,0.75,0.25,11434,0.5954128440366973
gini,50,4,0.75,0.25,12434,0.5948012232415902
gini,50,4,0.75,0.25,13434,0.5941896024464832
gini,50,4,0.75,0.25,14434,0.5951070336391437
gini,50,4,0.75,0.25,15434,0.5966360856269113
gini,50,4,0.75,0.25,16434,0.5963302752293578
gini,50,4,0.75,0.25,17434,0.5951070336391437
gini,50,4,0.75,0.25,18434,0.5941896024464832
gini,50,4,0.75,0.25,19434,0.5944954128440367
gini,50,4,0.75,0.25,20434,0.5972477064220183
gini,50,4,0.75,0.25,21434,0.5896024464831804
gini,50,4,0.75,0.5,5434,0.5932721712538226
gini,50,4,0.75,0.5,6434,0.5963302752293578
gini,50,4,0.75,0.5,7434,0.5944954128440367
gini,50,4,0.75,0.5,8434,0.5954128440366973
gini,50,4,0.75,0.5,9434,0.5944954128440367
gini,50,4,0.75,0.5,10434,0.5960244648318043
gini,50,4,0.75,0.5,11434,0.5954128440366973
gini,50,4,0.75,0.5,12434,0.5966360856269113
gini,50,4,0.75,0.5,13434,0.5954128440366973
gini,50,4,0.75,0.5,14434,0.5948012232415902
gini,50,4,0.75,0.5,15434,0.5966360856269113
gini,50,4,0.75,0.5,16434,0.5944954128440367
gini,50,4,0.75,0.5,17434,0.5957186544342508
gini,50,4,0.75,0.5,18434,0.5957186544342508
gini,50,4,0.75,0.5,19434,0.5935779816513761
gini,50,4,0.75,0.5,20434,0.5948012232415902
gini,50,4,0.75,0.5,21434,0.5944954128440367
gini,50,4,0.75,0.75,5434,0.5938837920489297
gini,50,4,0.75,0.75,6434,0.5944954128440367
gini,50,4,0.75,0.75,7434,0.5938837920489297
gini,50,4,0.75,0.75,8434,0.5941896024464832
gini,50,4,0.75,0.75,9434,0.5948012232415902
gini,50,4,0.75,0.75,10434,0.5944954128440367
gini,50,4,0.75,0.75,11434,0.5951070336391437
gini,50,4,0.75,0.75,12434,0.5948012232415902
gini,50,4,0.75,0.75,13434,0.5951070336391437
gini,50,4,0.75,0.75,14434,0.5951070336391437
gini,50,4,0.75,0.75,15434,0.5926605504587156
gini,50,4,0.75,0.75,16434,0.5957186544342508
gini,50,4,0.75,0.75,17434,0.5954128440366973
gini,50,4,0.75,0.75,18434,0.5954128440366973
gini,50,4,0.75,0.75,19434,0.5957186544342508
gini,50,4,0.75,0.75,20434,0.5944954128440367
gini,50,4,0.75,0.75,21434,0.5951070336391437
gini,50,6,0.25,0.25,5434,0.5975535168195719
gini,50,6,0.25,0.25,6434,0.5954128440366973
gini,50,6,0.25,0.25,7434,0.5948012232415902
gini,50,6,0.25,0.25,8434,0.5969418960244648
gini,50,6,0.25,0.25,9434,0.5990825688073395
gini,50,6,0.25,0.25,10434,0.5981651376146789
gini,50,6,0.25,0.25,11434,0.5963302752293578
gini,50,6,0.25,0.25,12434,0.5984709480122324
gini,50,6,0.25,0.25,13434,0.598776758409786
gini,50,6,0.25,0.25,14434,0.5966360856269113
gini,50,6,0.25,0.25,15434,0.5954128440366973
gini,50,6,0.25,0.25,16434,0.5990825688073395
gini,50,6,0.25,0.25,17434,0.5975535168195719
gini,50,6,0.25,0.25,18434,0.5954128440366973
gini,50,6,0.25,0.25,19434,0.600611620795107
gini,50,6,0.25,0.25,20434,0.5981651376146789
gini,50,6,0.25,0.25,21434,0.5981651376146789
gini,50,6,0.25,0.5,5434,0.5966360856269113
gini,50,6,0.25,0.5,6434,0.5990825688073395
gini,50,6,0.25,0.5,7434,0.6009174311926605
gini,50,6,0.25,0.5,8434,0.5957186544342508
gini,50,6,0.25,0.5,9434,0.6003058103975535
gini,50,6,0.25,0.5,10434,0.5969418960244648
gini,50,6,0.25,0.5,11434,0.600611620795107
gini,50,6,0.25,0.5,12434,0.5957186544342508
gini,50,6,0.25,0.5,13434,0.6003058103975535
gini,50,6,0.25,0.5,14434,0.6015290519877676
gini,50,6,0.25,0.5,15434,0.598776758409786
gini,50,6,0.25,0.5,16434,0.5981651376146789
gini,50,6,0.25,0.5,17434,0.5966360856269113
gini,50,6,0.25,0.5,18434,0.5966360856269113
gini,50,6,0.25,0.5,19434,0.5972477064220183
gini,50,6,0.25,0.5,20434,0.6024464831804281
gini,50,6,0.25,0.5,21434,0.5984709480122324
gini,50,6,0.25,0.75,5434,0.6003058103975535
gini,50,6,0.25,0.75,6434,0.5948012232415902
gini,50,6,0.25,0.75,7434,0.5990825688073395
gini,50,6,0.25,0.75,8434,0.5984709480122324
gini,50,6,0.25,0.75,9434,0.6009174311926605
gini,50,6,0.25,0.75,10434,0.5981651376146789
gini,50,6,0.25,0.75,11434,0.5963302752293578
gini,50,6,0.25,0.75,12434,0.5981651376146789
gini,50,6,0.25,0.75,13434,0.5981651376146789
gini,50,6,0.25,0.75,14434,0.6
gini,50,6,0.25,0.75,15434,0.6003058103975535
gini,50,6,0.25,0.75,16434,0.6003058103975535
gini,50,6,0.25,0.75,17434,0.599388379204893
gini,50,6,0.25,0.75,18434,0.599388379204893
gini,50,6,0.25,0.75,19434,0.5990825688073395
gini,50,6,0.25,0.75,20434,0.5990825688073395
gini,50,6,0.25,0.75,21434,0.5972477064220183
gini,50,6,0.5,0.25,5434,0.600611620795107
gini,50,6,0.5,0.25,6434,0.5984709480122324
gini,50,6,0.5,0.25,7434,0.5972477064220183
gini,50,6,0.5,0.25,8434,0.5996941896024465
gini,50,6,0.5,0.25,9434,0.5969418960244648
gini,50,6,0.5,0.25,10434,0.5963302752293578
gini,50,6,0.5,0.25,11434,0.5996941896024465
gini,50,6,0.5,0.25,12434,0.600611620795107
gini,50,6,0.5,0.25,13434,0.6
gini,50,6,0.5,0.25,14434,0.598776758409786
gini,50,6,0.5,0.25,15434,0.5975535168195719
gini,50,6,0.5,0.25,16434,0.5957186544342508
gini,50,6,0.5,0.25,17434,0.6
gini,50,6,0.5,0.25,18434,0.598776758409786
gini,50,6,0.5,0.25,19434,0.5981651376146789
gini,50,6,0.5,0.25,20434,0.6
gini,50,6,0.5,0.25,21434,0.5984709480122324
gini,50,6,0.5,0.5,5434,0.599388379204893
gini,50,6,0.5,0.5,6434,0.5978593272171254
gini,50,6,0.5,0.5,7434,0.6
gini,50,6,0.5,0.5,8434,0.5963302752293578
gini,50,6,0.5,0.5,9434,0.598776758409786
gini,50,6,0.5,0.5,10434,0.6
gini,50,6,0.5,0.5,11434,0.6012232415902141
gini,50,6,0.5,0.5,12434,0.5978593272171254
gini,50,6,0.5,0.5,13434,0.598776758409786
gini,50,6,0.5,0.5,14434,0.5978593272171254
gini,50,6,0.5,0.5,15434,0.5996941896024465
gini,50,6,0.5,0.5,16434,0.6012232415902141
gini,50,6,0.5,0.5,17434,0.5996941896024465
gini,50,6,0.5,0.5,18434,0.5984709480122324
gini,50,6,0.5,0.5,19434,0.600611620795107
gini,50,6,0.5,0.5,20434,0.5996941896024465
gini,50,6,0.5,0.5,21434,0.5978593272171254
gini,50,6,0.5,0.75,5434,0.5963302752293578
gini,50,6,0.5,0.75,6434,0.5996941896024465
gini,50,6,0.5,0.75,7434,0.5996941896024465
gini,50,6,0.5,0.75,8434,0.6
gini,50,6,0.5,0.75,9434,0.598776758409786
gini,50,6,0.5,0.75,10434,0.6009174311926605
gini,50,6,0.5,0.75,11434,0.5978593272171254
gini,50,6,0.5,0.75,12434,0.600611620795107
gini,50,6,0.5,0.75,13434,0.5996941896024465
gini,50,6,0.5,0.75,14434,0.6009174311926605
gini,50,6,0.5,0.75,15434,0.5990825688073395
gini,50,6,0.5,0.75,16434,0.5996941896024465
gini,50,6,0.5,0.75,17434,0.5960244648318043
gini,50,6,0.5,0.75,18434,0.6003058103975535
gini,50,6,0.5,0.75,19434,0.6003058103975535
gini,50,6,0.5,0.75,20434,0.599388379204893
gini,50,6,0.5,0.75,21434,0.5981651376146789
gini,50,6,0.75,0.25,5434,0.5966360856269113
gini,50,6,0.75,0.25,6434,0.5996941896024465
gini,50,6,0.75,0.25,7434,0.6021406727828746
gini,50,6,0.75,0.25,8434,0.600611620795107
gini,50,6,0.75,0.25,9434,0.6
gini,50,6,0.75,0.25,10434,0.6
gini,50,6,0.75,0.25,11434,0.5984709480122324
gini,50,6,0.75,0.25,12434,0.5972477064220183
gini,50,6,0.75,0.25,13434,0.600611620795107
gini,50,6,0.75,0.25,14434,0.6
gini,50,6,0.75,0.25,15434,0.6015290519877676
gini,50,6,0.75,0.25,16434,0.5975535168195719
gini,50,6,0.75,0.25,17434,0.5969418960244648
gini,50,6,0.75,0.25,18434,0.5990825688073395
gini,50,6,0.75,0.25,19434,0.600611620795107
gini,50,6,0.75,0.25,20434,0.5984709480122324
gini,50,6,0.75,0.25,21434,0.6033639143730887
gini,50,6,0.75,0.5,5434,0.6003058103975535
gini,50,6,0.75,0.5,6434,0.6003058103975535
gini,50,6,0.75,0.5,7434,0.598776758409786
